BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
26130.0,26127.71,-0.01,1.94,20.02
26130.0,26127.71,-0.01,1.6,20.04
26130.0,26127.71,-0.01,1.88,20.08
26130.0,26127.71,-0.01,2.07,20.07
26130.0,26134.61,0.02,2.25,20.04
26130.0,26127.71,-0.01,2.14,20.22
26130.0,26140.65,0.04,2.04,20.0
26130.0,26127.71,-0.01,1.27,20.08
26130.0,26140.65,0.04,1.89,20.06
26130.0,26127.71,-0.01,1.76,20.06
