BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
22141.0,22197.33,0.25,0.21,10.29
22141.0,22197.33,0.25,0.32,10.26
22141.0,22197.33,0.25,0.31,10.64
22141.0,22197.33,0.25,0.18,10.55
22141.0,22197.33,0.25,0.35,10.41
22141.0,22197.33,0.25,0.22,10.46
22141.0,22197.33,0.25,0.22,10.27
22141.0,22197.33,0.25,0.48,10.26
22141.0,22197.33,0.25,0.29,10.17
22141.0,22197.33,0.25,0.43,10.3
