BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
48191.0,48291.22,0.21,10.28,81.8
48191.0,48304.64,0.24,13.71,79.17
48191.0,48289.0,0.2,56.27,78.32
48191.0,48244.75,0.11,33.51,91.45
48191.0,48327.0,0.28,10.27,81.29
48191.0,48318.32,0.26,10.48,81.37
48191.0,48290.27,0.21,36.99,82.74
48191.0,48323.94,0.28,35.37,79.85
48191.0,48335.07,0.3,72.11,78.06
48191.0,48230.86,0.08,14.3,78.06
