BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
20749.0,20750.76,0.01,0.41,10.44
20749.0,20750.76,0.01,0.34,10.2
20749.0,20750.76,0.01,0.29,10.23
20749.0,20750.76,0.01,0.39,10.31
20749.0,20750.76,0.01,0.19,10.22
20749.0,20750.76,0.01,0.29,10.67
20749.0,20750.76,0.01,0.3,10.51
20749.0,20750.76,0.01,0.34,10.24
20749.0,20750.76,0.01,0.35,10.22
20749.0,20750.76,0.01,0.33,10.18
