BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
126643.0,126964.5,0.25,5.15,46.7
126643.0,126645.93,0.0,8.84,46.95
126643.0,126645.93,0.0,3.69,45.8
126643.0,126645.93,0.0,11.68,46.1
126643.0,126645.93,0.0,6.75,46.12
126643.0,126645.93,0.0,23.72,45.92
126643.0,126645.93,0.0,3.67,46.82
126643.0,126645.93,0.0,4.12,47.94
126643.0,126645.93,0.0,10.97,51.4
126643.0,126645.93,0.0,6.03,49.5
