BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
675.0,677.11,0.31,0.25,5.6
675.0,677.11,0.31,0.19,5.6
675.0,677.11,0.31,0.15,5.65
675.0,677.11,0.31,0.32,5.63
675.0,677.11,0.31,0.17,5.52
675.0,677.11,0.31,0.22,5.62
675.0,677.11,0.31,0.16,5.49
675.0,677.11,0.31,0.13,5.65
675.0,677.11,0.31,0.13,5.66
675.0,677.11,0.31,0.1,5.54
