BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
107217.0,107829.67,0.57,61.34,172.64
107217.0,107726.03,0.47,107.19,172.91
107217.0,107748.44,0.5,74.9,171.57
107217.0,108041.13,0.77,160.47,172.81
107217.0,107971.66,0.7,104.77,172.86
107217.0,107900.82,0.64,77.03,173.86
107217.0,108162.45,0.88,47.78,183.3
107217.0,107939.09,0.67,111.31,171.66
107217.0,108077.56,0.8,145.52,170.34
107217.0,107637.25,0.39,38.0,170.11
