BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
108159.0,108159.44,0.0,0.22,7.02
108159.0,108159.44,0.0,0.22,6.98
108159.0,108159.44,0.0,0.18,7.02
108159.0,108159.44,0.0,0.14,7.25
108159.0,108159.44,0.0,0.2,7.13
108159.0,108159.44,0.0,0.17,7.06
108159.0,108159.44,0.0,0.15,6.91
108159.0,108159.44,0.0,0.23,7.03
108159.0,108159.44,0.0,0.22,6.91
108159.0,108159.44,0.0,0.11,7.0
