BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
21294.0,21294.29,0.0,0.4,10.21
21294.0,21294.29,0.0,0.31,10.1
21294.0,21294.29,0.0,0.3,10.21
21294.0,21294.29,0.0,0.44,10.63
21294.0,21294.29,0.0,0.17,10.21
21294.0,21294.29,0.0,0.25,10.21
21294.0,21294.29,0.0,0.39,10.15
21294.0,21294.29,0.0,0.33,10.22
21294.0,21294.29,0.0,0.32,10.21
21294.0,21294.29,0.0,0.34,10.19
