BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
26524.0,26641.8,0.44,9.15,19.95
26524.0,26524.86,0.0,1.53,20.34
26524.0,26525.03,0.0,2.32,20.52
26524.0,26598.5,0.28,1.4,20.02
26524.0,26524.86,0.0,1.71,19.94
26524.0,26622.25,0.37,2.11,19.91
26524.0,26525.03,0.0,9.33,19.93
26524.0,26524.86,0.0,1.0,20.05
26524.0,26525.03,0.0,1.74,20.04
26524.0,26524.86,0.0,1.82,20.04
