BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
73682.0,73683.64,0.0,2.05,20.41
73682.0,73683.64,0.0,6.22,20.42
73682.0,73683.64,0.0,13.83,20.38
73682.0,73821.25,0.19,0.53,20.42
73682.0,73821.25,0.19,0.62,20.42
73682.0,73683.64,0.0,7.31,20.3
73682.0,73821.25,0.19,0.61,20.43
73682.0,73821.25,0.19,0.37,20.22
73682.0,73683.64,0.0,0.86,20.25
73682.0,73683.64,0.0,1.09,20.37
