BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
7542.0,7544.37,0.03,0.48,4.88
7542.0,7544.37,0.03,0.02,4.37
7542.0,7544.37,0.03,0.01,4.39
7542.0,7544.37,0.03,0.02,4.36
7542.0,7544.37,0.03,0.01,4.42
7542.0,7544.37,0.03,0.02,4.32
7542.0,7544.37,0.03,0.01,4.58
7542.0,7544.37,0.03,-1.67718081822e9,4.37
7542.0,7544.37,0.03,0.02,4.32
7542.0,7544.37,0.03,-1.67718082692e9,4.38
