BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
15281.0,15512.62,1.52,76.19,144.78
15281.0,15532.54,1.65,35.37,148.01
15281.0,15374.69,0.61,139.15,143.7
15281.0,15418.44,0.9,135.45,143.21
15281.0,15404.7,0.81,64.55,143.63
15281.0,15438.65,1.03,126.7,142.55
15281.0,15335.39,0.36,47.27,143.98
15281.0,15516.36,1.54,102.65,144.8
15281.0,15368.19,0.57,121.51,143.88
15281.0,15402.45,0.79,62.04,141.66
