BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
49135.0,49445.42,0.63,16.88,66.58
49135.0,49377.28,0.49,22.58,66.22
49135.0,49135.0,0.0,9.66,66.32
49135.0,49135.0,0.0,13.84,63.76
49135.0,49135.0,0.0,12.32,62.74
49135.0,49377.28,0.49,7.55,63.94
49135.0,49197.31,0.13,15.79,66.22
49135.0,49399.57,0.54,8.74,62.76
49135.0,49203.14,0.14,9.36,63.5
49135.0,49203.14,0.14,12.07,63.47
