BKS,FO_BRKGA,RPD_BRKGA,Time_to_best_FO,Total_time
21282.0,21285.44,0.02,0.38,10.63
21282.0,21285.44,0.02,0.16,10.44
21282.0,21285.44,0.02,0.19,10.37
21282.0,21285.44,0.02,0.26,10.61
21282.0,21285.44,0.02,0.18,10.57
21282.0,21285.44,0.02,0.17,10.96
21282.0,21285.44,0.02,0.24,10.89
21282.0,21285.44,0.02,0.26,10.88
21282.0,21285.44,0.02,0.35,10.49
21282.0,21285.44,0.02,0.23,10.47
